row,column,python,matlab
37,Within_Threshold,False,1
37,Match,True,1
37,Authenticated,False,1
38,Intra_Hamming,30,26
38,Within_Threshold,False,0
38,Match,True,1
38,Authenticated,False,0
39,Intra_Hamming,28,27
39,Within_Threshold,False,0
39,Match,True,1
39,Authenticated,False,0
40,Intra_Hamming,45,37
40,Within_Threshold,False,0
40,Match,True,1
40,Authenticated,False,0
41,Intra_Hamming,35,27
41,Within_Threshold,False,0
41,Match,True,1
41,Authenticated,False,0
42,Intra_Hamming,32,11
42,Within_Threshold,False,1
42,Match,True,1
42,Authenticated,False,1
43,Intra_Hamming,30,22
43,Within_Threshold,False,1
43,Match,True,1
43,Authenticated,False,1
44,Intra_Hamming,24,31
44,Within_Threshold,True,0
44,Match,True,1
44,Authenticated,True,0
45,Within_Threshold,True,1
45,Match,True,1
45,Authenticated,True,1
46,Intra_Hamming,35,21
46,Within_Threshold,False,1
46,Match,True,1
46,Authenticated,False,1
47,Intra_Hamming,13,18
47,Within_Threshold,True,1
47,Match,True,1
47,Authenticated,True,1
48,Intra_Hamming,15,17
48,Within_Threshold,True,1
48,Match,True,1
48,Authenticated,True,1
49,Intra_Hamming,6,14
49,Within_Threshold,True,1
49,Match,True,1
49,Authenticated,True,1
50,Intra_Hamming,14,20
50,Within_Threshold,True,1
50,Match,True,1
50,Authenticated,True,1
51,Intra_Hamming,17,9
51,Within_Threshold,True,1
51,Match,True,1
51,Authenticated,True,1
52,Intra_Hamming,9,15
52,Within_Threshold,True,1
52,Match,True,1
52,Authenticated,True,1
53,Intra_Hamming,4,11
53,Within_Threshold,True,1
53,Match,True,1
53,Authenticated,True,1
54,Intra_Hamming,11,13
54,Within_Threshold,True,1
54,Match,True,1
54,Authenticated,True,1
55,Intra_Hamming,10,5
55,Within_Threshold,True,1
55,Match,True,1
55,Authenticated,True,1
56,Intra_Hamming,8,9
56,Within_Threshold,True,1
56,Match,True,1
56,Authenticated,True,1
57,Intra_Hamming,37,42
57,Within_Threshold,False,0
57,Match,True,1
57,Authenticated,False,0
58,Intra_Hamming,8,7
58,Within_Threshold,True,1
58,Match,True,1
58,Authenticated,True,1
59,Intra_Hamming,10,16
59,Within_Threshold,True,1
59,Match,True,1
59,Authenticated,True,1
60,Intra_Hamming,12,10
60,Within_Threshold,True,1
60,Match,True,1
60,Authenticated,True,1
61,Intra_Hamming,6,14
61,Within_Threshold,True,1
61,Match,True,1
61,Authenticated,True,1
62,Within_Threshold,True,1
62,Match,True,1
62,Authenticated,True,1
63,Intra_Hamming,10,19
63,Within_Threshold,True,1
63,Match,True,1
63,Authenticated,True,1
64,Within_Threshold,True,1
64,Match,True,1
64,Authenticated,True,1
65,Intra_Hamming,10,16
65,Within_Threshold,True,1
65,Match,True,1
65,Authenticated,True,1
66,Intra_Hamming,9,10
66,Within_Threshold,True,1
66,Match,True,1
66,Authenticated,True,1
67,Intra_Hamming,7,20
67,Within_Threshold,True,1
67,Match,True,1
67,Authenticated,True,1
68,Within_Threshold,True,1
68,Match,True,1
68,Authenticated,True,1
69,Intra_Hamming,12,22
69,Within_Threshold,True,1
69,Match,True,1
69,Authenticated,True,1
70,Intra_Hamming,9,7
70,Within_Threshold,True,1
70,Match,True,1
70,Authenticated,True,1
71,Intra_Hamming,13,12
71,Within_Threshold,True,1
71,Match,True,1
71,Authenticated,True,1
72,Intra_Hamming,9,14
72,Within_Threshold,True,1
72,Match,True,1
72,Authenticated,True,1
73,Intra_Hamming,13,12
73,Within_Threshold,True,1
73,Match,True,1
73,Authenticated,True,1
74,Intra_Hamming,6,11
74,Within_Threshold,True,1
74,Match,True,1
74,Authenticated,True,1
75,Intra_Hamming,10,17
75,Within_Threshold,True,1
75,Match,True,1
75,Authenticated,True,1
76,Intra_Hamming,7,11
76,Within_Threshold,True,1
76,Match,True,1
76,Authenticated,True,1
77,Intra_Hamming,21,14
77,Within_Threshold,True,1
77,Match,True,1
77,Authenticated,True,1
78,Intra_Hamming,5,15
78,Within_Threshold,True,1
78,Match,True,1
78,Authenticated,True,1
79,Intra_Hamming,13,9
79,Within_Threshold,True,1
79,Match,True,1
79,Authenticated,True,1
80,Intra_Hamming,12,14
80,Within_Threshold,True,1
80,Match,True,1
80,Authenticated,True,1
81,Intra_Hamming,9,10
81,Within_Threshold,True,1
81,Match,True,1
81,Authenticated,True,1
82,Intra_Hamming,16,11
82,Within_Threshold,True,1
82,Match,True,1
82,Authenticated,True,1
83,Intra_Hamming,9,16
83,Within_Threshold,True,1
83,Match,True,1
83,Authenticated,True,1
84,Intra_Hamming,13,8
84,Within_Threshold,True,1
84,Match,True,1
84,Authenticated,True,1
85,Within_Threshold,True,1
85,Match,True,1
85,Authenticated,True,1
86,Intra_Hamming,9,8
86,Within_Threshold,True,1
86,Match,True,1
86,Authenticated,True,1
87,Intra_Hamming,10,6
87,Within_Threshold,True,1
87,Match,True,1
87,Authenticated,True,1
88,Intra_Hamming,13,11
88,Within_Threshold,True,1
88,Match,True,1
88,Authenticated,True,1
89,Intra_Hamming,15,9
89,Within_Threshold,True,1
89,Match,True,1
89,Authenticated,True,1
90,Intra_Hamming,9,10
90,Within_Threshold,True,1
90,Match,True,1
90,Authenticated,True,1
91,Intra_Hamming,12,9
91,Within_Threshold,True,1
91,Match,True,1
91,Authenticated,True,1
92,Within_Threshold,True,1
92,Match,True,1
92,Authenticated,True,1
93,Intra_Hamming,9,6
93,Within_Threshold,True,1
93,Match,True,1
93,Authenticated,True,1
94,Intra_Hamming,40,44
94,Within_Threshold,False,0
94,Match,True,1
94,Authenticated,False,0
95,Intra_Hamming,15,16
95,Within_Threshold,True,1
95,Match,True,1
95,Authenticated,True,1
96,Intra_Hamming,9,13
96,Within_Threshold,True,1
96,Match,True,1
96,Authenticated,True,1
97,Intra_Hamming,17,9
97,Within_Threshold,True,1
97,Match,True,1
97,Authenticated,True,1
98,Intra_Hamming,15,11
98,Within_Threshold,True,1
98,Match,True,1
98,Authenticated,True,1
99,Within_Threshold,True,1
99,Match,True,1
99,Authenticated,True,1
100,Intra_Hamming,13,7
100,Within_Threshold,True,1
100,Match,True,1
100,Authenticated,True,1
101,Intra_Hamming,10,9
101,Within_Threshold,True,1
101,Match,True,1
101,Authenticated,True,1
102,Intra_Hamming,8,23
102,Within_Threshold,True,1
102,Match,True,1
102,Authenticated,True,1
103,Intra_Hamming,8,5
103,Within_Threshold,True,1
103,Match,True,1
103,Authenticated,True,1
104,Within_Threshold,True,1
104,Match,True,1
104,Authenticated,True,1
105,Intra_Hamming,9,6
105,Within_Threshold,True,1
105,Match,True,1
105,Authenticated,True,1
106,Intra_Hamming,12,8
106,Within_Threshold,True,1
106,Match,True,1
106,Authenticated,True,1
107,Intra_Hamming,7,14
107,Within_Threshold,True,1
107,Match,True,1
107,Authenticated,True,1
108,Intra_Hamming,13,8
108,Within_Threshold,True,1
108,Match,True,1
108,Authenticated,True,1
109,Intra_Hamming,7,13
109,Within_Threshold,True,1
109,Match,True,1
109,Authenticated,True,1
110,Intra_Hamming,9,19
110,Within_Threshold,True,1
110,Match,True,1
110,Authenticated,True,1
111,Within_Threshold,True,1
111,Match,True,1
111,Authenticated,True,1
112,Intra_Hamming,12,8
112,Within_Threshold,True,1
112,Match,True,1
112,Authenticated,True,1
113,Intra_Hamming,8,9
113,Within_Threshold,True,1
113,Match,True,1
113,Authenticated,True,1
114,Intra_Hamming,13,4
114,Within_Threshold,True,1
114,Match,True,1
114,Authenticated,True,1
115,Intra_Hamming,6,16
115,Within_Threshold,True,1
115,Match,True,1
115,Authenticated,True,1
116,Intra_Hamming,12,14
116,Within_Threshold,True,1
116,Match,True,1
116,Authenticated,True,1
117,Intra_Hamming,14,12
117,Within_Threshold,True,1
117,Match,True,1
117,Authenticated,True,1
118,Intra_Hamming,10,17
118,Within_Threshold,True,1
118,Match,True,1
118,Authenticated,True,1
119,Intra_Hamming,9,12
119,Within_Threshold,True,1
119,Match,True,1
119,Authenticated,True,1
120,Intra_Hamming,9,15
120,Within_Threshold,True,1
120,Match,True,1
120,Authenticated,True,1
121,Intra_Hamming,17,15
121,Within_Threshold,True,1
121,Match,True,1
121,Authenticated,True,1
122,Intra_Hamming,13,17
122,Within_Threshold,True,1
122,Match,True,1
122,Authenticated,True,1
123,Intra_Hamming,11,14
123,Within_Threshold,True,1
123,Match,True,1
123,Authenticated,True,1
124,Within_Threshold,True,1
124,Match,True,1
124,Authenticated,True,1
125,Intra_Hamming,10,12
125,Within_Threshold,True,1
125,Match,True,1
125,Authenticated,True,1
126,Intra_Hamming,11,7
126,Within_Threshold,True,1
126,Match,True,1
126,Authenticated,True,1
127,Intra_Hamming,42,19
127,Within_Threshold,False,1
127,Match,True,1
127,Authenticated,False,1
128,Intra_Hamming,4,6
128,Within_Threshold,True,1
128,Match,True,1
128,Authenticated,True,1
129,Intra_Hamming,13,19
129,Within_Threshold,True,1
129,Match,True,1
129,Authenticated,True,1
130,Intra_Hamming,6,8
130,Within_Threshold,True,1
130,Match,True,1
130,Authenticated,True,1
131,Intra_Hamming,16,18
131,Within_Threshold,True,1
131,Match,True,1
131,Authenticated,True,1
132,Intra_Hamming,14,28
132,Within_Threshold,True,0
132,Match,True,1
132,Authenticated,True,0
133,Intra_Hamming,9,14
133,Within_Threshold,True,1
133,Match,True,1
133,Authenticated,True,1
134,Intra_Hamming,7,9
134,Within_Threshold,True,1
134,Match,True,1
134,Authenticated,True,1
135,Intra_Hamming,15,7
135,Within_Threshold,True,1
135,Match,True,1
135,Authenticated,True,1
136,Intra_Hamming,8,12
136,Within_Threshold,True,1
136,Match,True,1
136,Authenticated,True,1
137,Within_Threshold,True,1
137,Match,True,1
137,Authenticated,True,1
138,Intra_Hamming,9,19
138,Within_Threshold,True,1
138,Match,True,1
138,Authenticated,True,1
139,Intra_Hamming,8,9
139,Within_Threshold,True,1
139,Match,True,1
139,Authenticated,True,1
140,Intra_Hamming,12,10
140,Within_Threshold,True,1
140,Match,True,1
140,Authenticated,True,1
141,Within_Threshold,True,1
141,Match,True,1
141,Authenticated,True,1
142,Intra_Hamming,19,10
142,Within_Threshold,True,1
142,Match,True,1
142,Authenticated,True,1
143,Intra_Hamming,6,12
143,Within_Threshold,True,1
143,Match,True,1
143,Authenticated,True,1
144,Intra_Hamming,14,11
144,Within_Threshold,True,1
144,Match,True,1
144,Authenticated,True,1
145,Intra_Hamming,36,22
145,Within_Threshold,False,1
145,Match,True,1
145,Authenticated,False,1
146,Intra_Hamming,5,19
146,Within_Threshold,True,1
146,Match,True,1
146,Authenticated,True,1
147,Intra_Hamming,9,6
147,Within_Threshold,True,1
147,Match,True,1
147,Authenticated,True,1
148,Intra_Hamming,14,10
148,Within_Threshold,True,1
148,Match,True,1
148,Authenticated,True,1
149,Intra_Hamming,7,10
149,Within_Threshold,True,1
149,Match,True,1
149,Authenticated,True,1
150,Intra_Hamming,5,8
150,Within_Threshold,True,1
150,Match,True,1
150,Authenticated,True,1
151,Intra_Hamming,13,8
151,Within_Threshold,True,1
151,Match,True,1
151,Authenticated,True,1
152,Intra_Hamming,10,14
152,Within_Threshold,True,1
152,Match,True,1
152,Authenticated,True,1
153,Intra_Hamming,7,9
153,Within_Threshold,True,1
153,Match,True,1
153,Authenticated,True,1
154,Intra_Hamming,5,11
154,Within_Threshold,True,1
154,Match,True,1
154,Authenticated,True,1
155,Intra_Hamming,9,12
155,Within_Threshold,True,1
155,Match,True,1
155,Authenticated,True,1
156,Intra_Hamming,27,24
156,Within_Threshold,False,1
156,Match,True,1
156,Authenticated,False,1
157,Intra_Hamming,13,14
157,Within_Threshold,True,1
157,Match,True,1
157,Authenticated,True,1
158,Intra_Hamming,12,8
158,Within_Threshold,True,1
158,Match,True,1
158,Authenticated,True,1
159,Intra_Hamming,13,14
159,Within_Threshold,True,1
159,Match,True,1
159,Authenticated,True,1
160,Intra_Hamming,16,9
160,Within_Threshold,True,1
160,Match,True,1
160,Authenticated,True,1
161,Intra_Hamming,12,13
161,Within_Threshold,True,1
161,Match,True,1
161,Authenticated,True,1
162,Intra_Hamming,10,7
162,Within_Threshold,True,1
162,Match,True,1
162,Authenticated,True,1
163,Intra_Hamming,17,11
163,Within_Threshold,True,1
163,Match,True,1
163,Authenticated,True,1
164,Intra_Hamming,37,27
164,Within_Threshold,False,0
164,Match,True,1
164,Authenticated,False,0
165,Within_Threshold,True,1
165,Match,True,1
165,Authenticated,True,1
166,Intra_Hamming,13,10
166,Within_Threshold,True,1
166,Match,True,1
166,Authenticated,True,1
167,Within_Threshold,True,1
167,Match,True,1
167,Authenticated,True,1
168,Intra_Hamming,18,5
168,Within_Threshold,True,1
168,Match,True,1
168,Authenticated,True,1
169,Intra_Hamming,14,13
169,Within_Threshold,True,1
169,Match,True,1
169,Authenticated,True,1
170,Intra_Hamming,8,10
170,Within_Threshold,True,1
170,Match,True,1
170,Authenticated,True,1
171,Intra_Hamming,13,7
171,Within_Threshold,True,1
171,Match,True,1
171,Authenticated,True,1
172,Intra_Hamming,8,13
172,Within_Threshold,True,1
172,Match,True,1
172,Authenticated,True,1
173,Intra_Hamming,10,9
173,Within_Threshold,True,1
173,Match,True,1
173,Authenticated,True,1
174,Intra_Hamming,34,25
174,Within_Threshold,False,1
174,Match,True,1
174,Authenticated,False,1
175,Intra_Hamming,23,19
175,Within_Threshold,True,1
175,Match,True,1
175,Authenticated,True,1
176,Intra_Hamming,6,7
176,Within_Threshold,True,1
176,Match,True,1
176,Authenticated,True,1
177,Intra_Hamming,6,15
177,Within_Threshold,True,1
177,Match,True,1
177,Authenticated,True,1
178,Intra_Hamming,6,13
178,Within_Threshold,True,1
178,Match,True,1
178,Authenticated,True,1
179,Intra_Hamming,8,17
179,Within_Threshold,True,1
179,Match,True,1
179,Authenticated,True,1
180,Intra_Hamming,27,10
180,Within_Threshold,False,1
180,Match,True,1
180,Authenticated,False,1
181,Intra_Hamming,15,8
181,Within_Threshold,True,1
181,Match,True,1
181,Authenticated,True,1
182,Intra_Hamming,19,9
182,Within_Threshold,True,1
182,Match,True,1
182,Authenticated,True,1
183,Intra_Hamming,16,13
183,Within_Threshold,True,1
183,Match,True,1
183,Authenticated,True,1
184,Intra_Hamming,8,7
184,Within_Threshold,True,1
184,Match,True,1
184,Authenticated,True,1
185,Intra_Hamming,16,15
185,Within_Threshold,True,1
185,Match,True,1
185,Authenticated,True,1
186,Intra_Hamming,38,18
186,Within_Threshold,False,1
186,Match,True,1
186,Authenticated,False,1
187,Intra_Hamming,16,10
187,Within_Threshold,True,1
187,Match,True,1
187,Authenticated,True,1
188,Intra_Hamming,7,8
188,Within_Threshold,True,1
188,Match,True,1
188,Authenticated,True,1
189,Intra_Hamming,11,12
189,Within_Threshold,True,1
189,Match,True,1
189,Authenticated,True,1
190,Intra_Hamming,11,7
190,Within_Threshold,True,1
190,Match,True,1
190,Authenticated,True,1
191,Intra_Hamming,16,9
191,Within_Threshold,True,1
191,Match,True,1
191,Authenticated,True,1
192,Intra_Hamming,17,8
192,Within_Threshold,True,1
192,Match,True,1
192,Authenticated,True,1
193,Intra_Hamming,8,9
193,Within_Threshold,True,1
193,Match,True,1
193,Authenticated,True,1
194,Intra_Hamming,12,7
194,Within_Threshold,True,1
194,Match,True,1
194,Authenticated,True,1
195,Intra_Hamming,10,18
195,Within_Threshold,True,1
195,Match,True,1
195,Authenticated,True,1
196,Intra_Hamming,5,12
196,Within_Threshold,True,1
196,Match,True,1
196,Authenticated,True,1
197,Intra_Hamming,28,27
197,Within_Threshold,False,0
197,Match,True,1
197,Authenticated,False,0
198,Intra_Hamming,10,9
198,Within_Threshold,True,1
198,Match,True,1
198,Authenticated,True,1
199,Intra_Hamming,5,9
199,Within_Threshold,True,1
199,Match,True,1
199,Authenticated,True,1
200,Intra_Hamming,7,9
200,Within_Threshold,True,1
200,Match,True,1
200,Authenticated,True,1
201,Intra_Hamming,10,11
201,Within_Threshold,True,1
201,Match,True,1
201,Authenticated,True,1
202,Intra_Hamming,12,8
202,Within_Threshold,True,1
202,Match,True,1
202,Authenticated,True,1
203,Intra_Hamming,10,8
203,Within_Threshold,True,1
203,Match,True,1
203,Authenticated,True,1
204,Intra_Hamming,8,15
204,Within_Threshold,True,1
204,Match,True,1
204,Authenticated,True,1
205,Intra_Hamming,7,13
205,Within_Threshold,True,1
205,Match,True,1
205,Authenticated,True,1
206,Intra_Hamming,8,9
206,Within_Threshold,True,1
206,Match,True,1
206,Authenticated,True,1
207,Intra_Hamming,11,14
207,Within_Threshold,True,1
207,Match,True,1
207,Authenticated,True,1
208,Within_Threshold,True,1
208,Match,True,1
208,Authenticated,True,1
209,Intra_Hamming,24,22
209,Within_Threshold,True,1
209,Match,True,1
209,Authenticated,True,1
210,Intra_Hamming,14,13
210,Within_Threshold,True,1
210,Match,True,1
210,Authenticated,True,1
211,Intra_Hamming,6,9
211,Within_Threshold,True,1
211,Match,True,1
211,Authenticated,True,1
212,Intra_Hamming,16,15
212,Within_Threshold,True,1
212,Match,True,1
212,Authenticated,True,1
213,Intra_Hamming,7,18
213,Within_Threshold,True,1
213,Match,True,1
213,Authenticated,True,1
214,Intra_Hamming,7,15
214,Within_Threshold,True,1
214,Match,True,1
214,Authenticated,True,1
215,Intra_Hamming,6,16
215,Within_Threshold,True,1
215,Match,True,1
215,Authenticated,True,1
216,Intra_Hamming,5,14
216,Within_Threshold,True,1
216,Match,True,1
216,Authenticated,True,1
217,Intra_Hamming,7,8
217,Within_Threshold,True,1
217,Match,True,1
217,Authenticated,True,1
218,Intra_Hamming,10,7
218,Within_Threshold,True,1
218,Match,True,1
218,Authenticated,True,1
219,Intra_Hamming,15,20
219,Within_Threshold,True,1
219,Match,True,1
219,Authenticated,True,1
220,Intra_Hamming,27,19
220,Within_Threshold,False,1
220,Match,True,1
220,Authenticated,False,1
221,Intra_Hamming,29,23
221,Within_Threshold,False,1
221,Match,True,1
221,Authenticated,False,1
222,Intra_Hamming,37,29
222,Within_Threshold,False,0
222,Match,True,1
222,Authenticated,False,0
223,Intra_Hamming,24,19
223,Within_Threshold,True,1
223,Match,True,1
223,Authenticated,True,1
224,Intra_Hamming,22,29
224,Within_Threshold,True,0
224,Match,True,1
224,Authenticated,True,0
225,Within_Threshold,False,0
225,Match,True,1
225,Authenticated,False,0
226,Intra_Hamming,31,20
226,Within_Threshold,False,1
226,Match,True,1
226,Authenticated,False,1
227,Intra_Hamming,25,27
227,Within_Threshold,True,0
227,Match,True,1
227,Authenticated,True,0
228,Intra_Hamming,20,25
228,Within_Threshold,True,1
228,Match,True,1
228,Authenticated,True,1
229,Intra_Hamming,14,11
229,Within_Threshold,True,1
229,Match,True,1
229,Authenticated,True,1
230,Intra_Hamming,20,22
230,Within_Threshold,True,1
230,Match,True,1
230,Authenticated,True,1
231,Intra_Hamming,22,23
231,Within_Threshold,True,1
231,Match,True,1
231,Authenticated,True,1
232,Within_Threshold,False,0
232,Match,True,1
232,Authenticated,False,0
233,Intra_Hamming,22,26
233,Within_Threshold,True,0
233,Match,True,1
233,Authenticated,True,0
234,Intra_Hamming,25,18
234,Within_Threshold,True,1
234,Match,True,1
234,Authenticated,True,1
235,Intra_Hamming,25,24
235,Within_Threshold,True,1
235,Match,True,1
235,Authenticated,True,1
236,Intra_Hamming,22,21
236,Within_Threshold,True,1
236,Match,True,1
236,Authenticated,True,1
237,Intra_Hamming,23,21
237,Within_Threshold,True,1
237,Match,True,1
237,Authenticated,True,1
238,Intra_Hamming,34,28
238,Within_Threshold,False,0
238,Match,True,1
238,Authenticated,False,0
239,Intra_Hamming,17,29
239,Within_Threshold,True,0
239,Match,True,1
239,Authenticated,True,0
240,Intra_Hamming,7,8
240,Within_Threshold,True,1
240,Match,True,1
240,Authenticated,True,1
241,Intra_Hamming,29,21
241,Within_Threshold,False,1
241,Match,True,1
241,Authenticated,False,1
242,Intra_Hamming,21,26
242,Within_Threshold,True,0
242,Match,True,1
242,Authenticated,True,0
243,Intra_Hamming,25,23
243,Within_Threshold,True,1
243,Match,True,1
243,Authenticated,True,1
244,Within_Threshold,True,1
244,Match,True,1
244,Authenticated,True,1
245,Intra_Hamming,34,25
245,Within_Threshold,False,1
245,Match,True,1
245,Authenticated,False,1
246,Intra_Hamming,27,15
246,Within_Threshold,False,1
246,Match,True,1
246,Authenticated,False,1
247,Within_Threshold,False,0
247,Match,True,1
247,Authenticated,False,0
248,Intra_Hamming,27,24
248,Within_Threshold,False,1
248,Match,True,1
248,Authenticated,False,1
249,Intra_Hamming,17,21
249,Within_Threshold,True,1
249,Match,True,1
249,Authenticated,True,1
250,Intra_Hamming,27,24
250,Within_Threshold,False,1
250,Match,True,1
250,Authenticated,False,1
251,Intra_Hamming,8,15
251,Within_Threshold,True,1
251,Match,True,1
251,Authenticated,True,1
252,Intra_Hamming,17,24
252,Within_Threshold,True,1
252,Match,True,1
252,Authenticated,True,1
253,Intra_Hamming,25,21
253,Within_Threshold,True,1
253,Match,True,1
253,Authenticated,True,1
254,Intra_Hamming,25,24
254,Within_Threshold,True,1
254,Match,True,1
254,Authenticated,True,1
255,Intra_Hamming,22,28
255,Within_Threshold,True,0
255,Match,True,1
255,Authenticated,True,0
256,Intra_Hamming,37,22
256,Within_Threshold,False,1
256,Match,True,1
256,Authenticated,False,1
257,Intra_Hamming,20,25
257,Within_Threshold,True,1
257,Match,True,1
257,Authenticated,True,1
258,Intra_Hamming,22,27
258,Within_Threshold,True,0
258,Match,True,1
258,Authenticated,True,0
259,Intra_Hamming,25,32
259,Within_Threshold,True,0
259,Match,True,1
259,Authenticated,True,0
260,Intra_Hamming,12,27
260,Within_Threshold,True,0
260,Match,True,1
260,Authenticated,True,0
261,Intra_Hamming,21,23
261,Within_Threshold,True,1
261,Match,True,1
261,Authenticated,True,1
262,Intra_Hamming,8,11
262,Within_Threshold,True,1
262,Match,True,1
262,Authenticated,True,1
263,Intra_Hamming,29,21
263,Within_Threshold,False,1
263,Match,True,1
263,Authenticated,False,1
264,Intra_Hamming,30,28
264,Within_Threshold,False,0
264,Match,True,1
264,Authenticated,False,0
265,Intra_Hamming,22,26
265,Within_Threshold,True,0
265,Match,True,1
265,Authenticated,True,0
266,Intra_Hamming,33,26
266,Within_Threshold,False,0
266,Match,True,1
266,Authenticated,False,0
267,Intra_Hamming,27,19
267,Within_Threshold,False,1
267,Match,True,1
267,Authenticated,False,1
268,Intra_Hamming,21,22
268,Within_Threshold,True,1
268,Match,True,1
268,Authenticated,True,1
269,Intra_Hamming,25,33
269,Within_Threshold,True,0
269,Match,True,1
269,Authenticated,True,0
270,Intra_Hamming,22,14
270,Within_Threshold,True,1
270,Match,True,1
270,Authenticated,True,1
271,Intra_Hamming,15,17
271,Within_Threshold,True,1
271,Match,True,1
271,Authenticated,True,1
272,Intra_Hamming,20,18
272,Within_Threshold,True,1
272,Match,True,1
272,Authenticated,True,1
273,Intra_Hamming,19,18
273,Within_Threshold,True,1
273,Match,True,1
273,Authenticated,True,1
274,Intra_Hamming,22,24
274,Within_Threshold,True,1
274,Match,True,1
274,Authenticated,True,1
275,Within_Threshold,True,1
275,Match,True,1
275,Authenticated,True,1
276,Intra_Hamming,25,29
276,Within_Threshold,True,0
276,Match,True,1
276,Authenticated,True,0
277,Intra_Hamming,33,25
277,Within_Threshold,False,1
277,Match,True,1
277,Authenticated,False,1
278,Intra_Hamming,36,31
278,Within_Threshold,False,0
278,Match,True,1
278,Authenticated,False,0
279,Intra_Hamming,23,30
279,Within_Threshold,True,0
279,Match,True,1
279,Authenticated,True,0
280,Intra_Hamming,32,25
280,Within_Threshold,False,1
280,Match,True,1
280,Authenticated,False,1
281,Intra_Hamming,21,23
281,Within_Threshold,True,1
281,Match,True,1
281,Authenticated,True,1
282,Intra_Hamming,28,20
282,Within_Threshold,False,1
282,Match,True,1
282,Authenticated,False,1
283,Intra_Hamming,35,28
283,Within_Threshold,False,0
283,Match,True,1
283,Authenticated,False,0
284,Within_Threshold,True,1
284,Match,True,1
284,Authenticated,True,1
285,Intra_Hamming,27,33
285,Within_Threshold,False,0
285,Match,True,1
285,Authenticated,False,0
286,Intra_Hamming,32,26
